state,district,case,cured,active,death 
"gujarat","ahmedabad","<div class=""td-dc"">33037</div><div class=""td-ddc""><span class=""skgm-inc""></span>171</div>","<div class=""td-dr"">27154</div><div class=""td-ddr""><span class=""skgm-inc""></span>121</div>","<div class=""td-da"">4139</div>","<div class=""td-dd"">1744</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"gujarat","surat","<div class=""td-dc"">23154</div><div class=""td-ddc""><span class=""skgm-inc""></span>266</div>","<div class=""td-dr"">19841</div><div class=""td-ddr""><span class=""skgm-inc""></span>276</div>","<div class=""td-da"">2641</div>","<div class=""td-dd"">672</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"gujarat","vadodara","<div class=""td-dc"">9315</div><div class=""td-ddc""><span class=""skgm-inc""></span>126</div>","<div class=""td-dr"">7672</div><div class=""td-ddr""><span class=""skgm-inc""></span>145</div>","<div class=""td-da"">1501</div>","<div class=""td-dd"">142</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"gujarat","rajkot","<div class=""td-dc"">6100</div><div class=""td-ddc""><span class=""skgm-inc""></span>154</div>","<div class=""td-dr"">4047</div><div class=""td-ddr""><span class=""skgm-inc""></span>231</div>","<div class=""td-da"">1946</div>","<div class=""td-dd"">107</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"gujarat","jamnagar","<div class=""td-dc"">3702</div><div class=""td-ddc""><span class=""skgm-inc""></span>113</div>","<div class=""td-dr"">3246</div><div class=""td-ddr""><span class=""skgm-inc""></span>113</div>","<div class=""td-da"">428</div>","<div class=""td-dd"">28</div><div class=""td-ddd""></div>"
"gujarat","bhavnagar","<div class=""td-dc"">3253</div><div class=""td-ddc""><span class=""skgm-inc""></span>46</div>","<div class=""td-dr"">2794</div><div class=""td-ddr""><span class=""skgm-inc""></span>58</div>","<div class=""td-da"">412</div>","<div class=""td-dd"">47</div><div class=""td-ddd""></div>"
"gujarat","gandhinagar","<div class=""td-dc"">2767</div><div class=""td-ddc""><span class=""skgm-inc""></span>35</div>","<div class=""td-dr"">2276</div><div class=""td-ddr""><span class=""skgm-inc""></span>45</div>","<div class=""td-da"">431</div>","<div class=""td-dd"">60</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"gujarat","junagadh","<div class=""td-dc"">2044</div><div class=""td-ddc""><span class=""skgm-inc""></span>37</div>","<div class=""td-dr"">1737</div><div class=""td-ddr""><span class=""skgm-inc""></span>25</div>","<div class=""td-da"">278</div>","<div class=""td-dd"">29</div><div class=""td-ddd""></div>"
"gujarat","mehsana","<div class=""td-dc"">1807</div><div class=""td-ddc""><span class=""skgm-inc""></span>22</div>","<div class=""td-dr"">1220</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">558</div>","<div class=""td-dd"">29</div><div class=""td-ddd""></div>"
"gujarat","bharuch","<div class=""td-dc"">1769</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">1463</div><div class=""td-ddr""><span class=""skgm-inc""></span>31</div>","<div class=""td-da"">294</div>","<div class=""td-dd"">12</div><div class=""td-ddd""></div>"
"gujarat","panchmahal","<div class=""td-dc"">1736</div><div class=""td-ddc""><span class=""skgm-inc""></span>29</div>","<div class=""td-dr"">1358</div><div class=""td-ddr""><span class=""skgm-inc""></span>54</div>","<div class=""td-da"">361</div>","<div class=""td-dd"">17</div><div class=""td-ddd""></div>"
"gujarat","amreli","<div class=""td-dc"">1530</div><div class=""td-ddc""><span class=""skgm-inc""></span>29</div>","<div class=""td-dr"">1141</div><div class=""td-ddr""><span class=""skgm-inc""></span>21</div>","<div class=""td-da"">368</div>","<div class=""td-dd"">21</div><div class=""td-ddd""></div>"
"gujarat","kutch","<div class=""td-dc"">1512</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">1125</div><div class=""td-ddr""><span class=""skgm-inc""></span>19</div>","<div class=""td-da"">356</div>","<div class=""td-dd"">31</div><div class=""td-ddd""></div>"
"gujarat","dahod","<div class=""td-dc"">1351</div><div class=""td-ddc""><span class=""skgm-inc""></span>22</div>","<div class=""td-dr"">1044</div><div class=""td-ddr""></div>","<div class=""td-da"">301</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"gujarat","surendranagar","<div class=""td-dc"">1345</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">926</div><div class=""td-ddr""><span class=""skgm-inc""></span>8</div>","<div class=""td-da"">408</div>","<div class=""td-dd"">11</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"gujarat","banaskantha","<div class=""td-dc"">1321</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">1280</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">22</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"gujarat","patan","<div class=""td-dc"">1209</div><div class=""td-ddc""><span class=""skgm-inc""></span>25</div>","<div class=""td-dr"">1077</div><div class=""td-ddr""><span class=""skgm-inc""></span>19</div>","<div class=""td-da"">93</div>","<div class=""td-dd"">39</div><div class=""td-ddd""></div>"
"gujarat","morbi","<div class=""td-dc"">1151</div><div class=""td-ddc""><span class=""skgm-inc""></span>30</div>","<div class=""td-dr"">868</div><div class=""td-ddr""><span class=""skgm-inc""></span>23</div>","<div class=""td-da"">268</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"gujarat","gir somnath","<div class=""td-dc"">1107</div><div class=""td-ddc""><span class=""skgm-inc""></span>14</div>","<div class=""td-dr"">913</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">179</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"gujarat","valsad","<div class=""td-dc"">1061</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">963</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">88</div>","<div class=""td-dd"">10</div><div class=""td-ddd""></div>"
"gujarat","kheda","<div class=""td-dc"">1059</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">974</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">69</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"gujarat","navsari","<div class=""td-dc"">996</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">884</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">106</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"gujarat","anand","<div class=""td-dc"">893</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">796</div><div class=""td-ddr""><span class=""skgm-inc""></span>35</div>","<div class=""td-da"">81</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"gujarat","sabarkantha","<div class=""td-dc"">819</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">640</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">170</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"gujarat","narmada","<div class=""td-dc"">732</div><div class=""td-ddc""><span class=""skgm-inc""></span>8</div>","<div class=""td-dr"">625</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">107</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"gujarat","mahisagar","<div class=""td-dc"">682</div><div class=""td-ddc""><span class=""skgm-inc""></span>16</div>","<div class=""td-dr"">626</div><div class=""td-ddr""></div>","<div class=""td-da"">53</div>","<div class=""td-dd"">3</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"gujarat","botad","<div class=""td-dc"">571</div><div class=""td-ddc""><span class=""skgm-inc""></span>9</div>","<div class=""td-dr"">448</div><div class=""td-ddr""></div>","<div class=""td-da"">118</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"gujarat","aravalli","<div class=""td-dc"">478</div><div class=""td-ddc""><span class=""skgm-inc""></span>7</div>","<div class=""td-dr"">336</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">118</div>","<div class=""td-dd"">24</div><div class=""td-ddd""></div>"
"gujarat","tapi","<div class=""td-dc"">419</div><div class=""td-ddc""><span class=""skgm-inc""></span>14</div>","<div class=""td-dr"">372</div><div class=""td-ddr""><span class=""skgm-inc""></span>18</div>","<div class=""td-da"">43</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"gujarat","devbhumi dwarka","<div class=""td-dc"">394</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">259</div><div class=""td-ddr""></div>","<div class=""td-da"">131</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"gujarat","chhota udaipur","<div class=""td-dc"">388</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">297</div><div class=""td-ddr""></div>","<div class=""td-da"">89</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"gujarat","porbandar","<div class=""td-dc"">354</div><div class=""td-ddc""><span class=""skgm-inc""></span>7</div>","<div class=""td-dr"">334</div><div class=""td-ddr""></div>","<div class=""td-da"">16</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"gujarat","other state","<div class=""td-dc"">162</div><div class=""td-ddc""></div>","<div class=""td-dr"">127</div><div class=""td-ddr""></div>","<div class=""td-da"">32</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"gujarat","dang","<div class=""td-dc"">77</div><div class=""td-ddc""></div>","<div class=""td-dr"">52</div><div class=""td-ddr""></div>","<div class=""td-da"">25</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"kerala","thiruvananthapuram","<div class=""td-dc"">19260</div><div class=""td-ddc""><span class=""skgm-inc""></span>531</div>","<div class=""td-dr"">14517</div><div class=""td-ddr""><span class=""skgm-inc""></span>613</div>","<div class=""td-da"">4590</div>","<div class=""td-dd"">129</div><div class=""td-ddd""><span class=""skgm-inc""></span>6</div>"
"kerala","malappuram","<div class=""td-dc"">11327</div><div class=""td-ddc""><span class=""skgm-inc""></span>201</div>","<div class=""td-dr"">9103</div><div class=""td-ddr""><span class=""skgm-inc""></span>150</div>","<div class=""td-da"">2192</div>","<div class=""td-dd"">26</div><div class=""td-ddd""></div>"
"kerala","ernakulam","<div class=""td-dc"">8087</div><div class=""td-ddc""><span class=""skgm-inc""></span>276</div>","<div class=""td-dr"">5464</div><div class=""td-ddr""><span class=""skgm-inc""></span>105</div>","<div class=""td-da"">2572</div>","<div class=""td-dd"">43</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"kerala","kozhikode","<div class=""td-dc"">7421</div><div class=""td-ddc""><span class=""skgm-inc""></span>330</div>","<div class=""td-dr"">5551</div><div class=""td-ddr""><span class=""skgm-inc""></span>88</div>","<div class=""td-da"">1827</div>","<div class=""td-dd"">38</div><div class=""td-ddd""></div>"
"kerala","alappuzha","<div class=""td-dc"">7041</div><div class=""td-ddc""><span class=""skgm-inc""></span>240</div>","<div class=""td-dr"">5286</div><div class=""td-ddr""><span class=""skgm-inc""></span>83</div>","<div class=""td-da"">1734</div>","<div class=""td-dd"">15</div><div class=""td-ddd""></div>"
"kerala","kasaragod","<div class=""td-dc"">6677</div><div class=""td-ddc""><span class=""skgm-inc""></span>270</div>","<div class=""td-dr"">4515</div><div class=""td-ddr""><span class=""skgm-inc""></span>141</div>","<div class=""td-da"">2123</div>","<div class=""td-dd"">36</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"kerala","thrissur","<div class=""td-dc"">5935</div><div class=""td-ddc""><span class=""skgm-inc""></span>323</div>","<div class=""td-dr"">4178</div><div class=""td-ddr""><span class=""skgm-inc""></span>145</div>","<div class=""td-da"">1734</div>","<div class=""td-dd"">19</div><div class=""td-ddd""></div>"
"kerala","kollam","<div class=""td-dc"">5903</div><div class=""td-ddc""><span class=""skgm-inc""></span>362</div>","<div class=""td-dr"">4162</div><div class=""td-ddr""><span class=""skgm-inc""></span>323</div>","<div class=""td-da"">1712</div>","<div class=""td-dd"">26</div><div class=""td-ddd""></div>"
"kerala","palakkad","<div class=""td-dc"">5588</div><div class=""td-ddc""><span class=""skgm-inc""></span>131</div>","<div class=""td-dr"">4650</div><div class=""td-ddr""><span class=""skgm-inc""></span>87</div>","<div class=""td-da"">932</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"kerala","kottayam","<div class=""td-dc"">5394</div><div class=""td-ddc""><span class=""skgm-inc""></span>196</div>","<div class=""td-dr"">3553</div><div class=""td-ddr""><span class=""skgm-inc""></span>91</div>","<div class=""td-da"">1838</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"kerala","kannur","<div class=""td-dc"">5093</div><div class=""td-ddc""><span class=""skgm-inc""></span>251</div>","<div class=""td-dr"">3524</div><div class=""td-ddr""><span class=""skgm-inc""></span>67</div>","<div class=""td-da"">1532</div>","<div class=""td-dd"">35</div><div class=""td-ddd""></div>"
"kerala","pathanamthitta","<div class=""td-dc"">4368</div><div class=""td-ddc""><span class=""skgm-inc""></span>190</div>","<div class=""td-dr"">3271</div><div class=""td-ddr""><span class=""skgm-inc""></span>116</div>","<div class=""td-da"">1092</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"kerala","idukki","<div class=""td-dc"">2014</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">1665</div><div class=""td-ddr""><span class=""skgm-inc""></span>24</div>","<div class=""td-da"">345</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"kerala","wayanad","<div class=""td-dc"">1810</div><div class=""td-ddc""><span class=""skgm-inc""></span>77</div>","<div class=""td-dr"">1478</div><div class=""td-ddr""><span class=""skgm-inc""></span>25</div>","<div class=""td-da"">327</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"kerala","other state","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"rajasthan","jodhpur","<div class=""td-dc"">13929</div><div class=""td-ddc""><span class=""skgm-inc""></span>220</div>","<div class=""td-dr"">12139</div><div class=""td-ddr""><span class=""skgm-inc""></span>176</div>","<div class=""td-da"">1676</div>","<div class=""td-dd"">114</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","jaipur","<div class=""td-dc"">13672</div><div class=""td-ddc""><span class=""skgm-inc""></span>311</div>","<div class=""td-dr"">8550</div><div class=""td-ddr""><span class=""skgm-inc""></span>150</div>","<div class=""td-da"">4830</div>","<div class=""td-dd"">292</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"rajasthan","alwar","<div class=""td-dc"">8621</div><div class=""td-ddc""><span class=""skgm-inc""></span>85</div>","<div class=""td-dr"">7961</div><div class=""td-ddr""><span class=""skgm-inc""></span>62</div>","<div class=""td-da"">630</div>","<div class=""td-dd"">30</div><div class=""td-ddd""></div>"
"rajasthan","kota","<div class=""td-dc"">6890</div><div class=""td-ddc""><span class=""skgm-inc""></span>179</div>","<div class=""td-dr"">4368</div><div class=""td-ddr""><span class=""skgm-inc""></span>358</div>","<div class=""td-da"">2437</div>","<div class=""td-dd"">85</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"rajasthan","bikaner","<div class=""td-dc"">5014</div><div class=""td-ddc""><span class=""skgm-inc""></span>65</div>","<div class=""td-dr"">4690</div><div class=""td-ddr""><span class=""skgm-inc""></span>100</div>","<div class=""td-da"">239</div>","<div class=""td-dd"">85</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","ajmer","<div class=""td-dc"">4917</div><div class=""td-ddc""><span class=""skgm-inc""></span>87</div>","<div class=""td-dr"">4490</div><div class=""td-ddr""><span class=""skgm-inc""></span>90</div>","<div class=""td-da"">348</div>","<div class=""td-dd"">79</div><div class=""td-ddd""></div>"
"rajasthan","pali","<div class=""td-dc"">4422</div><div class=""td-ddc""><span class=""skgm-inc""></span>46</div>","<div class=""td-dr"">4240</div><div class=""td-ddr""><span class=""skgm-inc""></span>9</div>","<div class=""td-da"">135</div>","<div class=""td-dd"">47</div><div class=""td-ddd""></div>"
"rajasthan","bharatpur","<div class=""td-dc"">3851</div><div class=""td-ddc""><span class=""skgm-inc""></span>20</div>","<div class=""td-dr"">3636</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">142</div>","<div class=""td-dd"">73</div><div class=""td-ddd""></div>"
"rajasthan","sikar","<div class=""td-dc"">2907</div><div class=""td-ddc""><span class=""skgm-inc""></span>16</div>","<div class=""td-dr"">2690</div><div class=""td-ddr""><span class=""skgm-inc""></span>60</div>","<div class=""td-da"">196</div>","<div class=""td-dd"">21</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","nagaur","<div class=""td-dc"">2654</div><div class=""td-ddc""><span class=""skgm-inc""></span>33</div>","<div class=""td-dr"">2390</div><div class=""td-ddr""><span class=""skgm-inc""></span>40</div>","<div class=""td-da"">220</div>","<div class=""td-dd"">44</div><div class=""td-ddd""></div>"
"rajasthan","udaipur","<div class=""td-dc"">2629</div><div class=""td-ddc""><span class=""skgm-inc""></span>23</div>","<div class=""td-dr"">2450</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">147</div>","<div class=""td-dd"">32</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","dholpur","<div class=""td-dc"">2454</div><div class=""td-ddc""><span class=""skgm-inc""></span>36</div>","<div class=""td-dr"">2210</div><div class=""td-ddr""><span class=""skgm-inc""></span>50</div>","<div class=""td-da"">222</div>","<div class=""td-dd"">22</div><div class=""td-ddd""></div>"
"rajasthan","bhilwara","<div class=""td-dc"">2430</div><div class=""td-ddc""><span class=""skgm-inc""></span>52</div>","<div class=""td-dr"">2060</div><div class=""td-ddr""><span class=""skgm-inc""></span>40</div>","<div class=""td-da"">354</div>","<div class=""td-dd"">16</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","barmer","<div class=""td-dc"">2426</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">2290</div><div class=""td-ddr""><span class=""skgm-inc""></span>50</div>","<div class=""td-da"">113</div>","<div class=""td-dd"">23</div><div class=""td-ddd""></div>"
"rajasthan","jhalawar","<div class=""td-dc"">2009</div><div class=""td-ddc""><span class=""skgm-inc""></span>46</div>","<div class=""td-dr"">1630</div><div class=""td-ddr""><span class=""skgm-inc""></span>31</div>","<div class=""td-da"">373</div>","<div class=""td-dd"">6</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","sirohi","<div class=""td-dc"">1442</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">1290</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">135</div>","<div class=""td-dd"">17</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","jalore","<div class=""td-dc"">1421</div><div class=""td-ddc""><span class=""skgm-inc""></span>26</div>","<div class=""td-dr"">1327</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">81</div>","<div class=""td-dd"">13</div><div class=""td-ddd""></div>"
"rajasthan","rajsamand","<div class=""td-dc"">1363</div><div class=""td-ddc""><span class=""skgm-inc""></span>25</div>","<div class=""td-dr"">1160</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">187</div>","<div class=""td-dd"">16</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","dungarpur","<div class=""td-dc"">1210</div><div class=""td-ddc""><span class=""skgm-inc""></span>18</div>","<div class=""td-dr"">1000</div><div class=""td-ddr""><span class=""skgm-inc""></span>10</div>","<div class=""td-da"">198</div>","<div class=""td-dd"">12</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","jhunjhunu","<div class=""td-dc"">1161</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">1059</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">96</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"rajasthan","churu","<div class=""td-dc"">1157</div><div class=""td-ddc""><span class=""skgm-inc""></span>21</div>","<div class=""td-dr"">970</div><div class=""td-ddr""><span class=""skgm-inc""></span>40</div>","<div class=""td-da"">181</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"rajasthan","chittorgarh","<div class=""td-dc"">1156</div><div class=""td-ddc""><span class=""skgm-inc""></span>48</div>","<div class=""td-dr"">900</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">246</div>","<div class=""td-dd"">10</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"rajasthan","baran","<div class=""td-dc"">918</div><div class=""td-ddc""><span class=""skgm-inc""></span>45</div>","<div class=""td-dr"">610</div><div class=""td-ddr""><span class=""skgm-inc""></span>20</div>","<div class=""td-da"">296</div>","<div class=""td-dd"">12</div><div class=""td-ddd""></div>"
"rajasthan","bundi","<div class=""td-dc"">858</div><div class=""td-ddc""><span class=""skgm-inc""></span>32</div>","<div class=""td-dr"">470</div><div class=""td-ddr""><span class=""skgm-inc""></span>40</div>","<div class=""td-da"">384</div>","<div class=""td-dd"">4</div><div class=""td-ddd""></div>"
"rajasthan","ganganagar","<div class=""td-dc"">800</div><div class=""td-ddc""><span class=""skgm-inc""></span>30</div>","<div class=""td-dr"">650</div><div class=""td-ddr""><span class=""skgm-inc""></span>80</div>","<div class=""td-da"">141</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"rajasthan","tonk","<div class=""td-dc"">784</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">660</div><div class=""td-ddr""><span class=""skgm-inc""></span>30</div>","<div class=""td-da"">111</div>","<div class=""td-dd"">13</div><div class=""td-ddd""></div>"
"rajasthan","banswara","<div class=""td-dc"">779</div><div class=""td-ddc""><span class=""skgm-inc""></span>20</div>","<div class=""td-dr"">590</div><div class=""td-ddr""><span class=""skgm-inc""></span>40</div>","<div class=""td-da"">183</div>","<div class=""td-dd"">6</div><div class=""td-ddd""></div>"
"rajasthan","karauli","<div class=""td-dc"">666</div><div class=""td-ddc""></div>","<div class=""td-dr"">550</div><div class=""td-ddr""><span class=""skgm-inc""></span>8</div>","<div class=""td-da"">109</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"rajasthan","dausa","<div class=""td-dc"">661</div><div class=""td-ddc""></div>","<div class=""td-dr"">567</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">85</div>","<div class=""td-dd"">9</div><div class=""td-ddd""></div>"
"rajasthan","sawai madhopur","<div class=""td-dc"">641</div><div class=""td-ddc""><span class=""skgm-inc""></span>27</div>","<div class=""td-dr"">471</div><div class=""td-ddr""><span class=""skgm-inc""></span>6</div>","<div class=""td-da"">154</div>","<div class=""td-dd"">16</div><div class=""td-ddd""></div>"
"rajasthan","pratapgarh","<div class=""td-dc"">557</div><div class=""td-ddc""><span class=""skgm-inc""></span>13</div>","<div class=""td-dr"">350</div><div class=""td-ddr""><span class=""skgm-inc""></span>17</div>","<div class=""td-da"">200</div>","<div class=""td-dd"">7</div><div class=""td-ddd""></div>"
"rajasthan","jaisalmer","<div class=""td-dc"">510</div><div class=""td-ddc""></div>","<div class=""td-dr"">366</div><div class=""td-ddr""><span class=""skgm-inc""></span>16</div>","<div class=""td-da"">139</div>","<div class=""td-dd"">5</div><div class=""td-ddd""></div>"
"rajasthan","hanumangarh","<div class=""td-dc"">490</div><div class=""td-ddc""><span class=""skgm-inc""></span>33</div>","<div class=""td-dr"">395</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">93</div>","<div class=""td-dd"">2</div><div class=""td-ddd""></div>"
"rajasthan","other state","<div class=""td-dc"">189</div><div class=""td-ddc""></div>","<div class=""td-dr"">123</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">27</div>","<div class=""td-dd"">39</div><div class=""td-ddd""></div>"
"rajasthan","bsf camp","<div class=""td-dc"">85</div><div class=""td-ddc""></div>","<div class=""td-dr"">85</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"rajasthan","evacuees","<div class=""td-dc"">61</div><div class=""td-ddc""></div>","<div class=""td-dr"">61</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"rajasthan","italians","<div class=""td-dc"">2</div><div class=""td-ddc""></div>","<div class=""td-dr"">2</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"haryana","faridabad","<div class=""td-dc"">14721</div><div class=""td-ddc""><span class=""skgm-inc""></span>287</div>","<div class=""td-dr"">13059</div><div class=""td-ddr""><span class=""skgm-inc""></span>118</div>","<div class=""td-da"">1480</div>","<div class=""td-dd"">182</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"haryana","gurugram","<div class=""td-dc"">14000</div><div class=""td-ddc""><span class=""skgm-inc""></span>260</div>","<div class=""td-dr"">12003</div><div class=""td-ddr""><span class=""skgm-inc""></span>182</div>","<div class=""td-da"">1857</div>","<div class=""td-dd"">140</div><div class=""td-ddd""></div>"
"haryana","sonipat","<div class=""td-dc"">5415</div><div class=""td-ddc""><span class=""skgm-inc""></span>141</div>","<div class=""td-dr"">4554</div><div class=""td-ddr""><span class=""skgm-inc""></span>165</div>","<div class=""td-da"">820</div>","<div class=""td-dd"">41</div><div class=""td-ddd""></div>"
"haryana","panipat","<div class=""td-dc"">5056</div><div class=""td-ddc""><span class=""skgm-inc""></span>127</div>","<div class=""td-dr"">3476</div><div class=""td-ddr""><span class=""skgm-inc""></span>205</div>","<div class=""td-da"">1525</div>","<div class=""td-dd"">55</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
"haryana","ambala","<div class=""td-dc"">5051</div><div class=""td-ddc""><span class=""skgm-inc""></span>180</div>","<div class=""td-dr"">4069</div><div class=""td-ddr""><span class=""skgm-inc""></span>118</div>","<div class=""td-da"">934</div>","<div class=""td-dd"">48</div><div class=""td-ddd""><span class=""skgm-inc""></span>3</div>"
"haryana","karnal","<div class=""td-dc"">4549</div><div class=""td-ddc""><span class=""skgm-inc""></span>160</div>","<div class=""td-dr"">2703</div><div class=""td-ddr""><span class=""skgm-inc""></span>164</div>","<div class=""td-da"">1794</div>","<div class=""td-dd"">52</div><div class=""td-ddd""><span class=""skgm-inc""></span>4</div>"
"haryana","rewari","<div class=""td-dc"">4213</div><div class=""td-ddc""><span class=""skgm-inc""></span>86</div>","<div class=""td-dr"">3577</div><div class=""td-ddr""><span class=""skgm-inc""></span>69</div>","<div class=""td-da"">611</div>","<div class=""td-dd"">25</div><div class=""td-ddd""></div>"
"haryana","rohtak","<div class=""td-dc"">3688</div><div class=""td-ddc""><span class=""skgm-inc""></span>24</div>","<div class=""td-dr"">2907</div><div class=""td-ddr""><span class=""skgm-inc""></span>72</div>","<div class=""td-da"">742</div>","<div class=""td-dd"">39</div><div class=""td-ddd""><span class=""skgm-inc""></span>1</div>"
