state,district,case,cured,active,death 
"manipur","noney","<div class=""td-dc"">69</div><div class=""td-ddc""></div>","<div class=""td-dr"">18</div><div class=""td-ddr""></div>","<div class=""td-da"">51</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"manipur","pherzawl","<div class=""td-dc"">33</div><div class=""td-ddc""></div>","<div class=""td-dr"">15</div><div class=""td-ddr""></div>","<div class=""td-da"">18</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"chandigarh","chandigarh","<div class=""td-dc"">6704</div><div class=""td-ddc""><span class=""skgm-inc""></span>332</div>","<div class=""td-dr"">4140</div><div class=""td-ddr""><span class=""skgm-inc""></span>180</div>","<div class=""td-da"">2484</div>","<div class=""td-dd"">77</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"arunachal pradesh","papum pare","<div class=""td-dc"">1947</div><div class=""td-ddc""><span class=""skgm-inc""></span>56</div>","<div class=""td-dr"">1424</div><div class=""td-ddr""><span class=""skgm-inc""></span>26</div>","<div class=""td-da"">520</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"arunachal pradesh","changlang","<div class=""td-dc"">558</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">459</div><div class=""td-ddr""><span class=""skgm-inc""></span>19</div>","<div class=""td-da"">99</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","west kameng","<div class=""td-dc"">420</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">313</div><div class=""td-ddr""><span class=""skgm-inc""></span>24</div>","<div class=""td-da"">104</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"arunachal pradesh","east siang","<div class=""td-dc"">373</div><div class=""td-ddc""><span class=""skgm-inc""></span>11</div>","<div class=""td-dr"">228</div><div class=""td-ddr""><span class=""skgm-inc""></span>37</div>","<div class=""td-da"">144</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"arunachal pradesh","west siang","<div class=""td-dc"">302</div><div class=""td-ddc""><span class=""skgm-inc""></span>9</div>","<div class=""td-dr"">80</div><div class=""td-ddr""></div>","<div class=""td-da"">222</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","east kameng","<div class=""td-dc"">239</div><div class=""td-ddc""><span class=""skgm-inc""></span>3</div>","<div class=""td-dr"">208</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">31</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","tirap","<div class=""td-dc"">217</div><div class=""td-ddc""><span class=""skgm-inc""></span>3</div>","<div class=""td-dr"">130</div><div class=""td-ddr""></div>","<div class=""td-da"">87</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","tawang","<div class=""td-dc"">210</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">140</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">69</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"arunachal pradesh","namsai","<div class=""td-dc"">209</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">190</div><div class=""td-ddr""><span class=""skgm-inc""></span>1</div>","<div class=""td-da"">18</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"arunachal pradesh","lohit","<div class=""td-dc"">178</div><div class=""td-ddc""><span class=""skgm-inc""></span>3</div>","<div class=""td-dr"">137</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">41</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","upper subansiri","<div class=""td-dc"">161</div><div class=""td-ddc""><span class=""skgm-inc""></span>4</div>","<div class=""td-dr"">129</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">32</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","lower siang","<div class=""td-dc"">137</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">122</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">15</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","lower dibang valley","<div class=""td-dc"">106</div><div class=""td-ddc""><span class=""skgm-inc""></span>15</div>","<div class=""td-dr"">46</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">60</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","upper siang","<div class=""td-dc"">81</div><div class=""td-ddc""></div>","<div class=""td-dr"">57</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">24</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","lower subansiri","<div class=""td-dc"">80</div><div class=""td-ddc""><span class=""skgm-inc""></span>7</div>","<div class=""td-dr"">51</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">29</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","anjaw","<div class=""td-dc"">77</div><div class=""td-ddc""></div>","<div class=""td-dr"">46</div><div class=""td-ddr""></div>","<div class=""td-da"">31</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","longding","<div class=""td-dc"">71</div><div class=""td-ddc""></div>","<div class=""td-dr"">23</div><div class=""td-ddr""></div>","<div class=""td-da"">48</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","lepa rada","<div class=""td-dc"">69</div><div class=""td-ddc""><span class=""skgm-inc""></span>4</div>","<div class=""td-dr"">31</div><div class=""td-ddr""><span class=""skgm-inc""></span>3</div>","<div class=""td-da"">38</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","siang","<div class=""td-dc"">42</div><div class=""td-ddc""></div>","<div class=""td-dr"">42</div><div class=""td-ddr""><span class=""skgm-inc""></span>37</div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","pakke kessang","<div class=""td-dc"">28</div><div class=""td-ddc""></div>","<div class=""td-dr"">26</div><div class=""td-ddr""></div>","<div class=""td-da"">2</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","shi yomi","<div class=""td-dc"">21</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">12</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">9</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","kurung kumey","<div class=""td-dc"">11</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">5</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">6</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","kra daadi","<div class=""td-dc"">4</div><div class=""td-ddc""></div>","<div class=""td-dr"">3</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">1</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","kamle","<div class=""td-dc"">3</div><div class=""td-ddc""></div>","<div class=""td-dr"">3</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"arunachal pradesh","upper dibang valley","<div class=""td-dc"">1</div><div class=""td-ddc""></div>","<div class=""td-dr"">1</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","dimapur","<div class=""td-dc"">2003</div><div class=""td-ddc""><span class=""skgm-inc""></span>63</div>","<div class=""td-dr"">1736</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">254</div>","<div class=""td-dd"">8</div><div class=""td-ddd""></div>"
"nagaland","kohima","<div class=""td-dc"">1345</div><div class=""td-ddc""><span class=""skgm-inc""></span>64</div>","<div class=""td-dr"">1090</div><div class=""td-ddr""><span class=""skgm-inc""></span>35</div>","<div class=""td-da"">251</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","peren","<div class=""td-dc"">347</div><div class=""td-ddc""></div>","<div class=""td-dr"">347</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","mon","<div class=""td-dc"">323</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">293</div><div class=""td-ddr""><span class=""skgm-inc""></span>7</div>","<div class=""td-da"">27</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","zunheboto","<div class=""td-dc"">116</div><div class=""td-ddc""></div>","<div class=""td-dr"">109</div><div class=""td-ddr""></div>","<div class=""td-da"">7</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","tuensang","<div class=""td-dc"">73</div><div class=""td-ddc""></div>","<div class=""td-dr"">57</div><div class=""td-ddr""></div>","<div class=""td-da"">16</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","others","<div class=""td-dc"">46</div><div class=""td-ddc""></div>","<div class=""td-dr"">46</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","phek","<div class=""td-dc"">34</div><div class=""td-ddc""></div>","<div class=""td-dr"">32</div><div class=""td-ddr""></div>","<div class=""td-da"">2</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","wokha","<div class=""td-dc"">34</div><div class=""td-ddc""></div>","<div class=""td-dr"">33</div><div class=""td-ddr""></div>","<div class=""td-da"">1</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","mokokchung","<div class=""td-dc"">31</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">22</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">9</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","kiphire","<div class=""td-dc"">16</div><div class=""td-ddc""></div>","<div class=""td-dr"">5</div><div class=""td-ddr""></div>","<div class=""td-da"">11</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"nagaland","longleng","<div class=""td-dc"">7</div><div class=""td-ddc""></div>","<div class=""td-dr"">6</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"andaman and nicobar islands","unknown","<div class=""td-dc"">3374</div><div class=""td-ddc""></div>","<div class=""td-dr"">3045</div><div class=""td-ddr""></div>","<div class=""td-da"">278</div>","<div class=""td-dd"">51</div><div class=""td-ddd""></div>"
"andaman and nicobar islands","south andaman","<div class=""td-dc"">51</div><div class=""td-ddc""></div>","<div class=""td-dr"">32</div><div class=""td-ddr""></div>","<div class=""td-da"">19</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"andaman and nicobar islands","north and middle andaman","<div class=""td-dc"">1</div><div class=""td-ddc""></div>","<div class=""td-dr"">1</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"andaman and nicobar islands","nicobars","<div class=""td-dc"">0</div><div class=""td-ddc""></div>","<div class=""td-dr"">0</div><div class=""td-ddr""></div>","<div class=""td-da"">0</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","east khasi hills","<div class=""td-dc"">1986</div><div class=""td-ddc""><span class=""skgm-inc""></span>30</div>","<div class=""td-dr"">1112</div><div class=""td-ddr""><span class=""skgm-inc""></span>88</div>","<div class=""td-da"">860</div>","<div class=""td-dd"">14</div><div class=""td-ddd""><span class=""skgm-inc""></span>2</div>"
"meghalaya","west garo hills","<div class=""td-dc"">512</div><div class=""td-ddc""><span class=""skgm-inc""></span>25</div>","<div class=""td-dr"">318</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">193</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"meghalaya","ribhoi","<div class=""td-dc"">291</div><div class=""td-ddc""><span class=""skgm-inc""></span>2</div>","<div class=""td-dr"">171</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">117</div>","<div class=""td-dd"">3</div><div class=""td-ddd""></div>"
"meghalaya","east jaintia hills","<div class=""td-dc"">120</div><div class=""td-ddc""><span class=""skgm-inc""></span>59</div>","<div class=""td-dr"">35</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">85</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","east garo hills","<div class=""td-dc"">103</div><div class=""td-ddc""></div>","<div class=""td-dr"">80</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">23</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","west khasi hills","<div class=""td-dc"">61</div><div class=""td-ddc""><span class=""skgm-inc""></span>1</div>","<div class=""td-dr"">29</div><div class=""td-ddr""></div>","<div class=""td-da"">31</div>","<div class=""td-dd"">1</div><div class=""td-ddd""></div>"
"meghalaya","west jaintia hills","<div class=""td-dc"">38</div><div class=""td-ddc""></div>","<div class=""td-dr"">27</div><div class=""td-ddr""></div>","<div class=""td-da"">11</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","south garo hills","<div class=""td-dc"">37</div><div class=""td-ddc""><span class=""skgm-inc""></span>4</div>","<div class=""td-dr"">17</div><div class=""td-ddr""></div>","<div class=""td-da"">20</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","north garo hills","<div class=""td-dc"">28</div><div class=""td-ddc""></div>","<div class=""td-dr"">19</div><div class=""td-ddr""><span class=""skgm-inc""></span>4</div>","<div class=""td-da"">9</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","south west garo hills","<div class=""td-dc"">19</div><div class=""td-ddc""></div>","<div class=""td-dr"">14</div><div class=""td-ddr""><span class=""skgm-inc""></span>2</div>","<div class=""td-da"">5</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"meghalaya","south west khasi hills","<div class=""td-dc"">2</div><div class=""td-ddc""></div>","<div class=""td-dr"">1</div><div class=""td-ddr""></div>","<div class=""td-da"">1</div>","<div class=""td-dd"">0</div><div class=""td-ddd""></div>"
"ladakh","leh","<div class=""td-dc"">1746</div><div class=""td-ddc""><span class=""skgm-inc""></span>12</div>","<div class=""td-dr"">1282</div><div class=""td-ddr""><span class=""skgm-inc""></span>36</div>","<div class=""td-da"">451</div>","<div class=""td-dd"">13</div><div class=""td-ddd""></div>"
"ladakh","kargil","<div class=""td-dc"">1396</div><div class=""td-ddc""><span class=""skgm-inc""></span>28</div>","<div class=""td-dr"">1047</div><div class=""td-ddr""><span class=""skgm-inc""></span>5</div>","<div class=""td-da"">327</div>","<div class=""td-dd"">22</div><div class=""td-ddd""></div>"
